Role,Job Title,Employer,Salary,Region,Timestamp,Visa,Essential_Criteria,Desirable_Criteria,Link
LAS,LAS ST2 in Emergency Medicine (Ref: NHS-028-00409),NHS Tayside (Scotland),"£52,530 to £78,274 (SAS/Specialist level)",Scotland,2026-06-06 14:14:09,Tier 2 Sponsorship Available,"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","Previous UK Health Sector Placement, Research Methodology Training, Conference Presentations, Teaching Portfolio, QI Leadership",https://www.jobs.nhs.uk/candidate/job/73083744/
Locum,Bank Shift Doctor (Ref: NHS-028-00410),Betsi Cadwaladr University Health Board (Wales),"£45,000 to £65,000 (GP Salaried)",Wales,2026-06-05 14:14:09,Visa Not Required (UK/EU),"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","Specialty-Specific Diploma, NHS England Experience, Clinical Governance Knowledge, Mentorship Experience, Grant Funding",https://www.jobs.nhs.uk/candidate/job/13395528/
FY1,FY1 in Psychiatry (Ref: NHS-028-00411),Southern Health & Social Care Trust (Northern Ireland),"£43,923 to £55,329 (ST1-ST3 level)",Northern Ireland,2026-06-03 14:14:09,Skilled Worker Visa Supported,"GMC Registration, MBChB or Equivalent, Foundation Programme Completion, ALS Certificate, Right to Work in UK","Previous UK Health Sector Placement, Research Methodology Training, Conference Presentations, Teaching Portfolio, QI Leadership",https://www.jobs.nhs.uk/candidate/job/12671911/
FY2,Foundation Year 2 Doctor - Rotational (Ref: NHS-028-00412),Pennine Acute Hospitals NHS Trust (England),"£32,397 to £37,303 (FY/CT level)",England,2026-06-07 18:14:09,Certificate of Sponsorship Provided,"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","NHS Trust Experience, Multidisciplinary Team Working, Presentation Skills, Quality Improvement Project, Additional Language Skills",https://www.jobs.nhs.uk/candidate/job/20535592/
CT,Core Trainee CT2 in Surgery (Ref: NHS-028-00413),NHS Ayrshire & Arran (Scotland),"£52,530 to £78,274 (SAS/Specialist level)",Scotland,2026-06-05 14:14:09,Certificate of Sponsorship Provided,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","NHS Trust Experience, Multidisciplinary Team Working, Presentation Skills, Quality Improvement Project, Additional Language Skills",https://www.jobs.nhs.uk/candidate/job/44145635/
ST_Junior,ST2 in Orthopaedic Surgery (Ref: NHS-028-00414),Powys Teaching Health Board (Wales),"£82,000 to £110,000 (Dental Consultant)",Wales,2026-06-03 14:14:09,Visa Not Required (UK/EU),"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","Previous UK Health Sector Placement, Research Methodology Training, Conference Presentations, Teaching Portfolio, QI Leadership",https://www.jobs.nhs.uk/candidate/job/54311396/
ST_Senior,ST4 in Gastroenterology (Ref: NHS-028-00415),Business Services Organisation NI (Northern Ireland),"£32,397 to £37,303 (FY/CT level)",Northern Ireland,2026-06-03 14:14:09,Tier 2 Sponsorship Available,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/52702679/
SAS,Specialty Doctor in Anaesthetics (Ref: NHS-028-00416),Lancashire Teaching Hospitals NHS FT (England),"£55,329 to £71,589 (ST4-ST8 level)",England,2026-06-06 14:14:09,Certificate of Sponsorship Provided,"GMC Registration, Medical Degree recognised by GMC, 24 Months Post-Graduation Clinical Experience, Good Standing Certificate","Specialty-Specific Diploma, NHS England Experience, Clinical Governance Knowledge, Mentorship Experience, Grant Funding",https://www.jobs.nhs.uk/candidate/job/55748635/
Specialist,Specialist Grade in Urology (Ref: NHS-028-00417),NHS Western Isles (Scotland),"£88,364 to £119,133 (Consultant level)",Scotland,2026-06-06 14:14:09,Tier 2 Sponsorship Available,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/58130975/
GP,Salaried GP Partner (Ref: NHS-028-00418),Betsi Cadwaladr University Health Board (Wales),"£82,000 to £110,000 (Dental Consultant)",Wales,2026-06-03 14:14:09,Tier 2 Sponsorship Available,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","NHS Trust Experience, Multidisciplinary Team Working, Presentation Skills, Quality Improvement Project, Additional Language Skills",https://www.jobs.nhs.uk/candidate/job/46626871/
Dental,Dental Core Trainee DCT1 (Ref: NHS-028-00419),Southern Health & Social Care Trust (Northern Ireland),"£32,397 to £37,303 (FY/CT level)",Northern Ireland,2026-06-03 14:14:09,Limited Sponsorship - Apply Early,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/24982344/
JCF,Junior Clinical Fellow in Psychiatry (Ref: NHS-029-00420),Aintree University Hospital NHS FT (England),"£55,329 to £71,589 (ST4-ST8 level)",England,2026-06-06 14:14:09,Limited Sponsorship - Apply Early,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/54835209/
SCF,Senior Clinical Fellow in Neurology (Ref: NHS-029-00421),NHS Lothian (Scotland),"£88,364 to £119,133 (Consultant level)",Scotland,2026-06-06 14:14:09,Tier 2 Sponsorship Available,"GMC Registration, MBChB or Equivalent, Foundation Programme Completion, ALS Certificate, Right to Work in UK","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/49776602/
Teaching,Undergraduate Teaching Fellow (Ref: NHS-029-00422),Powys Teaching Health Board (Wales),"£88,364 to £119,133 (Consultant level)",Wales,2026-06-05 14:14:09,Certificate of Sponsorship Provided,"GMC Registration, Medical Degree recognised by GMC, 24 Months Post-Graduation Clinical Experience, Good Standing Certificate","NHS Trust Experience, Multidisciplinary Team Working, Presentation Skills, Quality Improvement Project, Additional Language Skills",https://www.jobs.nhs.uk/candidate/job/76004517/
TrustGrade,Trust Grade SHO in Surgery (Ref: NHS-029-00423),Business Services Organisation NI (Northern Ireland),"£43,923 to £55,329 (ST1-ST3 level)",Northern Ireland,2026-06-06 14:14:09,Limited Sponsorship - Apply Early,"GMC Registration, Medical Degree recognised by GMC, 24 Months Post-Graduation Clinical Experience, Good Standing Certificate","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/36268305/
LAS,LAS ST2 in Emergency Medicine (Ref: NHS-029-00424),Alder Hey Children's NHS FT (England),"£32,397 to £37,303 (FY/CT level)",England,2026-06-06 14:14:09,Skilled Worker Visa Supported,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","Previous UK Health Sector Placement, Research Methodology Training, Conference Presentations, Teaching Portfolio, QI Leadership",https://www.jobs.nhs.uk/candidate/job/78986568/
Locum,Locum GP Sessional (Ref: NHS-029-00425),NHS Fife (Scotland),"£88,364 to £119,133 (Consultant level)",Scotland,2026-06-01 14:14:09,Skilled Worker Visa Supported,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","NHS Trust Experience, Multidisciplinary Team Working, Presentation Skills, Quality Improvement Project, Additional Language Skills",https://www.jobs.nhs.uk/candidate/job/59700593/
FY1,Foundation Year 1 Doctor - Rotational (Ref: NHS-029-00426),Betsi Cadwaladr University Health Board (Wales),"£65,000 to £85,000 (GP Partner)",Wales,2026-06-01 14:14:09,Visa Not Required (UK/EU),"GMC Registration, Medical Degree recognised by GMC, 24 Months Post-Graduation Clinical Experience, Good Standing Certificate","Previous UK Health Sector Placement, Research Methodology Training, Conference Presentations, Teaching Portfolio, QI Leadership",https://www.jobs.nhs.uk/candidate/job/95404209/
FY2,FY2 in Paediatrics (Ref: NHS-029-00427),Southern Health & Social Care Trust (Northern Ireland),"£52,530 to £78,274 (SAS/Specialist level)",Northern Ireland,2026-06-03 14:14:09,Skilled Worker Visa Supported,"GMC Registration, Medical Degree recognised by GMC, 24 Months Post-Graduation Clinical Experience, Good Standing Certificate","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/55397003/
CT,Core Trainee CT2 in Surgery (Ref: NHS-029-00428),Manchester University NHS FT - Wythenshawe (England),"£82,000 to £110,000 (Dental Consultant)",England,2026-06-07 18:14:09,Skilled Worker Visa Supported,"GMC Registration, MBChB or Equivalent, Foundation Programme Completion, ALS Certificate, Right to Work in UK","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/28349475/
ST_Junior,ST1 in General Surgery (Ref: NHS-029-00429),NHS Borders (Scotland),"£55,329 to £71,589 (ST4-ST8 level)",Scotland,2026-06-07 12:14:09,Limited Sponsorship - Apply Early,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/57743154/
ST_Senior,ST6 in Endocrinology (Ref: NHS-029-00430),Powys Teaching Health Board (Wales),"£88,364 to £119,133 (Consultant level)",Wales,2026-06-06 14:14:09,Certificate of Sponsorship Provided,"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/48099915/
SAS,Specialty Doctor in Paediatrics (Ref: NHS-029-00431),Business Services Organisation NI (Northern Ireland),"£43,923 to £55,329 (ST1-ST3 level)",Northern Ireland,2026-06-07 12:14:09,Certificate of Sponsorship Provided,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/45756597/
Specialist,Specialist Grade in Ophthalmology (Ref: NHS-029-00432),Tameside & Glossop Integrated Care NHS FT (England),"£55,329 to £71,589 (ST4-ST8 level)",England,2026-06-05 14:14:09,Tier 2 Sponsorship Available,"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/52786987/
GP,GP with Special Interest (Ref: NHS-029-00433),NHS Shetland (Scotland),"£88,364 to £119,133 (Consultant level)",Scotland,2026-06-06 14:14:09,Tier 2 Sponsorship Available,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/32345283/
Dental,Consultant in Restorative Dentistry (Ref: NHS-029-00434),Betsi Cadwaladr University Health Board (Wales),"£65,000 to £85,000 (GP Partner)",Wales,2026-06-07 18:14:09,Limited Sponsorship - Apply Early,"GMC Registration, MBChB or Equivalent, Foundation Programme Completion, ALS Certificate, Right to Work in UK","Specialty-Specific Diploma, NHS England Experience, Clinical Governance Knowledge, Mentorship Experience, Grant Funding",https://www.jobs.nhs.uk/candidate/job/49133416/
JCF,Junior Clinical Fellow in Anaesthetics (Ref: NHS-030-00435),Southern Health & Social Care Trust (Northern Ireland),"£65,000 to £85,000 (GP Partner)",Northern Ireland,2026-06-07 12:14:09,Certificate of Sponsorship Provided,"GMC Registration with Licence to Practise, MBBS or Equivalent Primary Medical Qualification, 12-Month Internship Completion, IELTS/OET English Proficiency","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/77623050/
SCF,Senior Clinical Fellow in Cardiology (Ref: NHS-030-00436),Pennine Care NHS FT (England),"£65,000 to £85,000 (GP Partner)",England,2026-06-01 14:14:09,Limited Sponsorship - Apply Early,"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/73584705/
Teaching,Simulation Teaching Fellow (Ref: NHS-030-00437),NHS Tayside (Scotland),"£43,923 to £55,329 (ST1-ST3 level)",Scotland,2026-06-03 14:14:09,Skilled Worker Visa Supported,"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/20377222/
TrustGrade,Trust Grade Doctor in Psychiatry (Ref: NHS-030-00438),Powys Teaching Health Board (Wales),"£88,364 to £119,133 (Consultant level)",Wales,2026-06-07 18:14:09,Visa Not Required (UK/EU),"GMC Registration, MBBS/BDS, Relevant Specialty Training, MRCP/MRCS or Equivalent, ATLS/ALS","UK Clinical Experience, Audit/Quality Improvement, Teaching Qualification (PGCert Med Ed), Peer-Reviewed Publications, Leadership Experience",https://www.jobs.nhs.uk/candidate/job/21732675/
LAS,LAS in Paediatrics (Ref: NHS-030-00439),Business Services Organisation NI (Northern Ireland),"£35,000 to £55,000 (Dental Trainee)",Northern Ireland,2026-06-05 14:14:09,Limited Sponsorship - Apply Early,"GMC Registration, MBChB or Equivalent, Foundation Programme Completion, ALS Certificate, Right to Work in UK","Previous NHS Experience, Postgraduate Qualification (MRCP/MRCS/MRCGP), QI Project Participation, Teaching Experience, Research Publications",https://www.jobs.nhs.uk/candidate/job/91474465/
Locum,Locum SPR in Surgery (Ref: NHS-030-00440),Mersey Care NHS FT (England),"£88,364 to £119,133 (Consultant level)",England,2026-06-03 14:14:09,Visa Not Required (UK/EU),"GMC Full Registration, Primary Medical Degree, FY1 Competencies, BLS/ILS Certification, Valid Visa (if applicable)","Specialty-Specific Diploma, NHS England Experience, Clinical Governance Knowledge, Mentorship Experience, Grant Funding",https://www.jobs.nhs.uk/candidate/job/62493592/
